mukim,state_id,district,state,postcode,locality
PULAU GAJAH,3,KOTA BHARU,KELANTAN,16100,PULAU GAJAH
PULAU KUNDOR,3,KOTA BHARU,KELANTAN,16100,PULAU KUNDOR
PULAU PANJANG,3,KOTA BHARU,KELANTAN,15050,PULAU PANJANG
PULAU PISANG,3,KOTA BHARU,KELANTAN,16100,PULAU PISANG
SABAK,3,KOTA BHARU,KELANTAN,16100,SABAK
SALOR,3,KOTA BHARU,KELANTAN,15100,SALOR
SEMUT API,3,KOTA BHARU,KELANTAN,15100,SEMUT API
SERING,3,KOTA BHARU,KELANTAN,16400,SERING
SETERPA,3,KOTA BHARU,KELANTAN,16400,SETERPA
TANGJONG CHAT,3,KOTA BHARU,KELANTAN,15000,TANGJONG CHAT
TAPANG,3,KOTA BHARU,KELANTAN,15200,TAPANG
TEBING TINGGI,3,KOTA BHARU,KELANTAN,16100,TEBING TINGGI
TELOK,3,KOTA BHARU,KELANTAN,15050,TELOK
TELOK BHARU,3,KOTA BHARU,KELANTAN,15050,TELOK BHARU
TELOK KITANG,3,KOTA BHARU,KELANTAN,15050,TELOK KITANG
TIONG,3,KOTA BHARU,KELANTAN,15100,TIONG
TOK KU,3,KOTA BHARU,KELANTAN,15050,TOK KU
WAKAF STAN,3,KOTA BHARU,KELANTAN,16100,WAKAF STAN
WAKAF SIKU,3,KOTA BHARU,KELANTAN,15150,WAKAF SIKU
BANDAR KOTA BHARU,3,KOTA BHARU,KELANTAN,15000,BANDAR KOTA BHARU
BANDAR BARU KUBANG KERIAN,3,KOTA BHARU,KELANTAN,16150,BANDAR BARU KUBANG KERIAN
PEKAN MULONG,3,KOTA BHARU,KELANTAN,16010,PEKAN MULONG
BAGAN,3,MACHANG,KELANTAN,18500,BAGAN
BAKAR,3,MACHANG,KELANTAN,18500,BAKAR
DEWAN,3,MACHANG,KELANTAN,18500,DEWAN
GADING GALOH,3,MACHANG,KELANTAN,18500,GADING GALOH
JAKAR,3,MACHANG,KELANTAN,18500,JAKAR
JOH,3,MACHANG,KELANTAN,18500,JOH
KELAWEH,3,MACHANG,KELANTAN,18500,KELAWEH
KERAWANG,3,MACHANG,KELANTAN,18500,KERAWANG
KERILLA,3,MACHANG,KELANTAN,18500,KERILLA
KUALA KERAK,3,MACHANG,KELANTAN,18500,KUALA KERAK
LABOK,3,MACHANG,KELANTAN,18500,LABOK
LIMAU HANTU,3,MACHANG,KELANTAN,18500,LIMAU HANTU
MACHANG,3,MACHANG,KELANTAN,18500,MACHANG
PADANG KEMUNCHUT,3,MACHANG,KELANTAN,18500,PADANG KEMUNCHUT
PEK,3,MACHANG,KELANTAN,18500,PEK
PEMANOK,3,MACHANG,KELANTAN,18500,PEMANOK
PULAU CHONDONG,3,MACHANG,KELANTAN,18500,PULAU CHONDONG
RAJA,3,MACHANG,KELANTAN,18500,RAJA
TENGAH,3,MACHANG,KELANTAN,18500,TENGAH
TOK BOK,3,MACHANG,KELANTAN,18500,TOK BOK
ULU SAT,3,MACHANG,KELANTAN,18500,ULU SAT
BANDAR MACHANG,3,MACHANG,KELANTAN,18500,BANDAR MACHANG
PEKAN TEMANGAN,3,MACHANG,KELANTAN,18500,PEKAN TEMANGAN
ALOR BULOH,3,PASIR MAS,KELANTAN,17000,ALOR BULOH
ALOR BULOH,3,PASIR MAS,KELANTAN,17010,ALOR BULOH
ALOR PASIR,3,PASIR MAS,KELANTAN,17000,ALOR PASIR
APA-APA,3,PASIR MAS,KELANTAN,17000,APA-APA
APAM,3,PASIR MAS,KELANTAN,17000,APAM
BAKONG,3,PASIR MAS,KELANTAN,17000,BAKONG
BECHAH MENERONG,3,PASIR MAS,KELANTAN,17000,BECHAH MENERONG
BECHAH PALAS,3,PASIR MAS,KELANTAN,17000,BECHAH PALAS
BECHAH SEMAK,3,PASIR MAS,KELANTAN,17000,BECHAH SEMAK
BUKIT TUKU,3,PASIR MAS,KELANTAN,17000,BUKIT TUKU
CHETOK,3,PASIR MAS,KELANTAN,17000,CHETOK
GELAM,3,PASIR MAS,KELANTAN,17000,GELAM
GUA,3,PASIR MAS,KELANTAN,17000,GUA
GUAL NERING,3,PASIR MAS,KELANTAN,17000,GUAL NERING
GUAL PERIOK,3,PASIR MAS,KELANTAN,17000,GUAL PERIOK
JABO,3,PASIR MAS,KELANTAN,17000,JABO
JEJAWI,3,PASIR MAS,KELANTAN,17000,JEJAWI
KANGKONG,3,PASIR MAS,KELANTAN,17000,KANGKONG
KALA,3,PASIR MAS,KELANTAN,17000,KALA
KASA,3,PASIR MAS,KELANTAN,17000,KASA
KEDONDONG,3,PASIR MAS,KELANTAN,17000,KEDONDONG
KENAK,3,PASIR MAS,KELANTAN,17000,KENAK
KERASAK,3,PASIR MAS,KELANTAN,17000,KERASAK
KIAT,3,PASIR MAS,KELANTAN,17000,KIAT
KUALA LEMAL,3,PASIR MAS,KELANTAN,17000,KUALA LEMAL
KUBANG BATANG,3,PASIR MAS,KELANTAN,17000,KUBANG BATANG
KUBANG BEMBAN,3,PASIR MAS,KELANTAN,17000,KUBANG BEMBAN
KUBANG GATAL,3,PASIR MAS,KELANTAN,17000,KUBANG GATAL
KUBANG GENDANG,3,PASIR MAS,KELANTAN,17000,KUBANG GENDANG
KUBANG KETAM,3,PASIR MAS,KELANTAN,17000,KUBANG KETAM
KUBANG SEPAT,3,PASIR MAS,KELANTAN,17000,KUBANG SEPAT
KUBANG TERAP,3,PASIR MAS,KELANTAN,17000,KUBANG TERAP
LALANG,3,PASIR MAS,KELANTAN,17000,LALANG
LUBOK ANCHING,3,PASIR MAS,KELANTAN,17000,LUBOK ANCHING
LUBOK GONG,3,PASIR MAS,KELANTAN,17000,LUBOK GONG
LUBOK KAWAH,3,PASIR MAS,KELANTAN,17000,LUBOK KAWAH
LUBOK TAPAH,3,PASIR MAS,KELANTAN,17000,LUBOK TAPAH
LUBOK SETOL,3,PASIR MAS,KELANTAN,17000,LUBOK SETOL
MERANTI,3,PASIR MAS,KELANTAN,17000,MERANTI
PADANG EMBON,3,PASIR MAS,KELANTAN,17000,PADANG EMBON
PALOH,3,PASIR MAS,KELANTAN,17000,PALOH
RANTAU PANJANG,3,PASIR MAS,KELANTAN,17000,RANTAU PANJANG
SAKAR,3,PASIR MAS,KELANTAN,17000,SAKAR
TASIK BERANGAN,3,PASIR MAS,KELANTAN,17000,TASIK BERANGAN
TELIAR,3,PASIR MAS,KELANTAN,17000,TELIAR
TEDONG,3,PASIR MAS,KELANTAN,17000,TEDONG
TOK SANGKOT,3,PASIR MAS,KELANTAN,17000,TOK SANGKOT
TOK UBAN,3,PASIR MAS,KELANTAN,17000,TOK UBAN
KUALA KELAR,3,PASIR MAS,KELANTAN,17000,KUALA KELAR
BANDAR PASIR MAS,3,PASIR MAS,KELANTAN,17000,BANDAR PASIR MAS
PEKAN RANTAU PANJANG,3,PASIR MAS,KELANTAN,17000,PEKAN RANTAU PANJANG
BANGGOL SETOL,3,PASIR PUTEH,KELANTAN,16800,BANGGOL SETOL
BATU SEBUTIR,3,PASIR PUTEH,KELANTAN,16800,BATU SEBUTIR
BERANGAN,3,PASIR PUTEH,KELANTAN,16800,BERANGAN
BUKIT ABAL BARAT,3,PASIR PUTEH,KELANTAN,16800,BUKIT ABAL BARAT
BUKIT ABAL TIMOR,3,PASIR PUTEH,KELANTAN,16800,BUKIT ABAL TIMOR
BUKIT MERBAU,3,PASIR PUTEH,KELANTAN,16800,BUKIT MERBAU
BUKIT TANAH,3,PASIR PUTEH,KELANTAN,16800,BUKIT TANAH
CHERANG RUKU,3,PASIR PUTEH,KELANTAN,16800,CHERANG RUKU
CHANGGAI,3,PASIR PUTEH,KELANTAN,16800,CHANGGAI
GONG DATOK BARAT,3,PASIR PUTEH,KELANTAN,16800,GONG DATOK BARAT
GONG DATOK TIMOR,3,PASIR PUTEH,KELANTAN,16800,GONG DATOK TIMOR
GONG CHAPA,3,PASIR PUTEH,KELANTAN,16800,GONG CHAPA
GONG CHENGAL,3,PASIR PUTEH,KELANTAN,16800,GONG CHENGAL
GONG GARU,3,PASIR PUTEH,KELANTAN,16800,GONG GARU
GONG KULIM,3,PASIR PUTEH,KELANTAN,16800,GONG KULIM
GONG NANGKA,3,PASIR PUTEH,KELANTAN,16800,GONG NANGKA
GONG PACHAT,3,PASIR PUTEH,KELANTAN,16800,GONG PACHAT
JERAM,3,PASIR PUTEH,KELANTAN,16800,JERAM
JERUS,3,PASIR PUTEH,KELANTAN,16800,JERUS
KANDIS,3,PASIR PUTEH,KELANTAN,16800,KANDIS
KAMPONG WAKAF,3,PASIR PUTEH,KELANTAN,16800,KAMPONG WAKAF
KOLAM TEMBUSU,3,PASIR PUTEH,KELANTAN,16800,KOLAM TEMBUSU
MERBOL,3,PASIR PUTEH,KELANTAN,16800,MERBOL
MERKANG,3,PASIR PUTEH,KELANTAN,16800,MERKANG
PADANG PAK AMAT,3,PASIR PUTEH,KELANTAN,16800,PADANG PAK AMAT
PASIR PUTEH,3,PASIR PUTEH,KELANTAN,16800,PASIR PUTEH
PANGKALAN,3,PASIR PUTEH,KELANTAN,16800,PANGKALAN
PERMATANG SUNGKAI,3,PASIR PUTEH,KELANTAN,16800,PERMATANG SUNGKAI
SELIGI,3,PASIR PUTEH,KELANTAN,16800,SELIGI
SELINSING,3,PASIR PUTEH,KELANTAN,16800,SELINSING
SEMERAK,3,PASIR PUTEH,KELANTAN,16800,SEMERAK
TASIK,3,PASIR PUTEH,KELANTAN,16800,TASIK
TELIPOK,3,PASIR PUTEH,KELANTAN,16800,TELIPOK
BANDAR PASIR PUTEH,3,PASIR PUTEH,KELANTAN,16800,BANDAR PASIR PUTEH
PEKAN SELINSING,3,PASIR PUTEH,KELANTAN,16800,PEKAN SELINSING
BATANG MERBAU,3,TANAH MERAH,KELANTAN,17500,BATANG MERBAU
BENDANG NYIOR,3,TANAH MERAH,KELANTAN,17500,BENDANG NYIOR
BUKIT DURIAN,3,TANAH MERAH,KELANTAN,17500,BUKIT DURIAN
ULU KUSIAL,3,TANAH MERAH,KELANTAN,17500,ULU KUSIAL
JEDOK,3,TANAH MERAH,KELANTAN,17500,JEDOK
KUALA PAKU,3,TANAH MERAH,KELANTAN,17500,KUALA PAKU
LAWANG,3,TANAH MERAH,KELANTAN,17500,LAWANG
MAKA,3,TANAH MERAH,KELANTAN,17500,MAKA
NIBONG,3,TANAH MERAH,KELANTAN,17500,NIBONG
PASIR GANDA,3,TANAH MERAH,KELANTAN,17500,PASIR GANDA
RAMBAI,3,TANAH MERAH,KELANTAN,17500,RAMBAI
SOKOR,3,TANAH MERAH,KELANTAN,17500,SOKOR
TANAH MERAH,3,TANAH MERAH,KELANTAN,17500,TANAH MERAH
TEBING TINGGI,3,TANAH MERAH,KELANTAN,17500,TEBING TINGGI
BANDAR TANAH MERAH,3,TANAH MERAH,KELANTAN,17500,BANDAR TANAH MERAH
BECHAH RESAK,3,TUMPAT,KELANTAN,16210,BECHAH RESAK
BUNOHAN,3,TUMPAT,KELANTAN,16210,BUNOHAN
BUNUT SARANG BURONG,3,TUMPAT,KELANTAN,16210,BUNUT SARANG BURONG
CHENDERONG BATU,3,TUMPAT,KELANTAN,16210,CHENDERONG BATU
CHERANG MELINTANG,3,TUMPAT,KELANTAN,16210,CHERANG MELINTANG
GETING,3,TUMPAT,KELANTAN,16210,GETING
JAL,3,TUMPAT,KELANTAN,16210,JAL
KAMPONG LAUT,3,TUMPAT,KELANTAN,16210,KAMPONG LAUT
KELABORAN,3,TUMPAT,KELANTAN,16210,KELABORAN
KETIL,3,TUMPAT,KELANTAN,16210,KETIL
KOK KELI,3,TUMPAT,KELANTAN,16210,KOK KELI
KUTANG,3,TUMPAT,KELANTAN,16210,KUTANG
MAK NERALANG,3,TUMPAT,KELANTAN,16210,MAK NERALANG
MORAK,3,TUMPAT,KELANTAN,16210,MORAK
PASIR PEKAN,3,TUMPAT,KELANTAN,16210,PASIR PEKAN
PALEKBANG,3,TUMPAT,KELANTAN,16210,PALEKBANG
PERIOK,3,TUMPAT,KELANTAN,16210,PERIOK
PULAU BESAR,3,TUMPAT,KELANTAN,16210,PULAU BESAR
SELEHONG SELATAN,3,TUMPAT,KELANTAN,16210,SELEHONG SELATAN
SELEHONG UTARA,3,TUMPAT,KELANTAN,16210,SELEHONG UTARA
SIMPANGAN,3,TUMPAT,KELANTAN,16210,SIMPANGAN
SUNGAI PINANG,3,TUMPAT,KELANTAN,16210,SUNGAI PINANG
TABAR,3,TUMPAT,KELANTAN,16210,TABAR
TALAK,3,TUMPAT,KELANTAN,16210,TALAK
TELOK REJUNA,3,TUMPAT,KELANTAN,16210,TELOK REJUNA
TUJOH,3,TUMPAT,KELANTAN,16210,TUJOH
TUMPAT,3,TUMPAT,KELANTAN,16210,TUMPAT
WAKAF BHARU,3,TUMPAT,KELANTAN,16250,WAKAF BHARU
WAKAF BHARU,3,TUMPAT,KELANTAN,16210,WAKAF BHARU
WAKAF DELIMA,3,TUMPAT,KELANTAN,16210,WAKAF DELIMA
BANDAR TUMPAT,3,TUMPAT,KELANTAN,16210,BANDAR TUMPAT
BATU PAPAN,3,GUA MUSANG,KELANTAN,18300,BATU PAPAN
GUA MUSANG,3,GUA MUSANG,KELANTAN,18300,GUA MUSANG
ULU NENGGIRI,3,GUA MUSANG,KELANTAN,18300,ULU NENGGIRI
KETIL,3,GUA MUSANG,KELANTAN,18300,KETIL
KUALA SUNGAI,3,GUA MUSANG,KELANTAN,18300,KUALA SUNGAI
LIMAU KASTURI,3,GUA MUSANG,KELANTAN,18300,LIMAU KASTURI
PULAI,3,GUA MUSANG,KELANTAN,18300,PULAI
RELAI,3,GUA MUSANG,KELANTAN,18300,RELAI
RENOK,3,GUA MUSANG,KELANTAN,18300,RENOK
BANDAR GUA MUSANG,3,GUA MUSANG,KELANTAN,18300,BANDAR GUA MUSANG
BATU MENGKEBANG,3,KUALA KRAI,KELANTAN,18000,BATU MENGKEBANG
ENGGONG,3,KUALA KRAI,KELANTAN,18000,ENGGONG
GAJAH,3,KUALA KRAI,KELANTAN,18000,GAJAH
KANDEK,3,KUALA KRAI,KELANTAN,18000,KANDEK
KENOR,3,KUALA KRAI,KELANTAN,18000,KENOR
KUALA GERIS,3,KUALA KRAI,KELANTAN,18200,KUALA GERIS
KUALA KRAI,3,KUALA KRAI,KELANTAN,18000,KUALA KRAI
KUALA NAL,3,KUALA KRAI,KELANTAN,18000,KUALA NAL
KUALA PAHI,3,KUALA KRAI,KELANTAN,18000,KUALA PAHI
KUALA PERGAU,3,KUALA KRAI,KELANTAN,18200,KUALA PERGAU
KUALA STONG,3,KUALA KRAI,KELANTAN,18200,KUALA STONG
MAMBONG,3,KUALA KRAI,KELANTAN,18000,MAMBONG
MANEK URAI,3,KUALA KRAI,KELANTAN,18000,MANEK URAI
MANJOR,3,KUALA KRAI,KELANTAN,18000,MANJOR
TELEKONG,3,KUALA KRAI,KELANTAN,18000,TELEKONG
BANDAR KUALA KRAI,3,KUALA KRAI,KELANTAN,18000,BANDAR KUALA KRAI
BELIMBING,3,JELI,KELANTAN,17600,BELIMBING
BUNGA TANJONG,3,JELI,KELANTAN,17600,BUNGA TANJONG
JELI,3,JELI,KELANTAN,17600,JELI
JELI TEPI SUNGAI,3,JELI,KELANTAN,17600,JELI TEPI SUNGAI
KALAI,3,JELI,KELANTAN,17600,KALAI
KUALA BALAH,3,JELI,KELANTAN,17600,KUALA BALAH
LUBOK BONGOR,3,JELI,KELANTAN,17600,LUBOK BONGOR
BALAR,3,KECIL LOJING,KELANTAN,,BALAR
KUALA BETIS,3,KECIL LOJING,KELANTAN,,KUALA BETIS
BLAU,3,KECIL LOJING,KELANTAN,,BLAU
HAU,3,KECIL LOJING,KELANTAN,,HAU
HENDROP,3,KECIL LOJING,KELANTAN,,HENDROP
SIGAR,3,KECIL LOJING,KELANTAN,,SIGAR
TUEL,3,KECIL LOJING,KELANTAN,,TUEL
BUKIT KENAK,11,BESUT,TERENGGANU,22000,BUKIT KENAK
BUKIT PUTERI,11,BESUT,TERENGGANU,22000,BUKIT PUTERI
HULU BESUT,11,BESUT,TERENGGANU,22200,HULU BESUT
JABI,11,BESUT,TERENGGANU,22020,JABI
KAMPONG RAJA,11,BESUT,TERENGGANU,22200,KAMPONG RAJA
KELUANG,11,BESUT,TERENGGANU,22200,KELUANG
KERANDANG,11,BESUT,TERENGGANU,22300,KERANDANG
KUALA BESUT,11,BESUT,TERENGGANU,22300,KUALA BESUT
KUBANG BEMBAN,11,BESUT,TERENGGANU,22000,KUBANG BEMBAN
LUBUK KAWAH,11,BESUT,TERENGGANU,22000,LUBUK KAWAH
PASIR AKAR,11,BESUT,TERENGGANU,22000,PASIR AKAR
PELAGAT,11,BESUT,TERENGGANU,22000,PELAGAT
PENGKALAN NANGKA,11,BESUT,TERENGGANU,22300,PENGKALAN NANGKA
PULAU PERHENTIAN,11,BESUT,TERENGGANU,22300,PULAU PERHENTIAN
TEMBILA,11,BESUT,TERENGGANU,22200,TEMBILA
TENANG,11,BESUT,TERENGGANU,22020,TENANG
PEKAN JERTIH,11,BESUT,TERENGGANU,22000,PEKAN JERTIH
PEKAN KAMPUNG RAJA,11,BESUT,TERENGGANU,22200,PEKAN KAMPUNG RAJA
PEKAN KUALA BESUT,11,BESUT,TERENGGANU,22300,PEKAN KUALA BESUT
KUALA ABANG,11,DUNGUN,TERENGGANU,23050,KUALA ABANG
BESUL,11,DUNGUN,TERENGGANU,23000,BESUL
HULU PAKA,11,DUNGUN,TERENGGANU,23100,HULU PAKA
HULU PAKA,11,DUNGUN,TERENGGANU,23100,HULU PAKA
JENGAI,11,DUNGUN,TERENGGANU,23000,JENGAI
JERANGAU,11,DUNGUN,TERENGGANU,23200,JERANGAU
KUALA DUNGUN,11,DUNGUN,TERENGGANU,23000,KUALA DUNGUN
KUALA PAKA,11,DUNGUN,TERENGGANU,23100,KUALA PAKA
KUALA PAKA,11,DUNGUN,TERENGGANU,23100,KUALA PAKA
KUMPAL,11,DUNGUN,TERENGGANU,23000,KUMPAL
PASIR RAJA,11,DUNGUN,TERENGGANU,23000,PASIR RAJA
RASAU,11,DUNGUN,TERENGGANU,23200,RASAU
SURA,11,DUNGUN,TERENGGANU,23000,SURA
BANDAR DUNGUN,11,DUNGUN,TERENGGANU,23000,BANDAR DUNGUN
PEKAN KUALA PAKA,11,DUNGUN,TERENGGANU,23100,PEKAN KUALA PAKA
PEKAN KUALA PAKA,11,DUNGUN,TERENGGANU,23100,PEKAN KUALA PAKA
BANDI,11,KEMAMAN,TERENGGANU,24200,BANDI
BANGGUL,11,KEMAMAN,TERENGGANU,24000,BANGGUL
BINJAI,11,KEMAMAN,TERENGGANU,24000,BINJAI
CUKAI,11,KEMAMAN,TERENGGANU,24000,CUKAI
HULU CUKAI,11,KEMAMAN,TERENGGANU,24000,HULU CUKAI
HULU JABUR,11,KEMAMAN,TERENGGANU,24060,HULU JABUR
KEMASIK,11,KEMAMAN,TERENGGANU,24200,KEMASIK
KERTEH,11,KEMAMAN,TERENGGANU,24300,KERTEH
KIJAL,11,KEMAMAN,TERENGGANU,24100,KIJAL
PASIR SEMUT,11,KEMAMAN,TERENGGANU,24000,PASIR SEMUT
TEBAK,11,KEMAMAN,TERENGGANU,24000,TEBAK
TELUK KALUNG,11,KEMAMAN,TERENGGANU,24000,TELUK KALUNG
BANDAR CUKAI,11,KEMAMAN,TERENGGANU,24000,BANDAR CUKAI
PEKAN AIR JERNIH,11,KEMAMAN,TERENGGANU,24200,PEKAN AIR JERNIH
PEKAN AIR PUTIH,11,KEMAMAN,TERENGGANU,24050,PEKAN AIR PUTIH
PEKAN KEMASIK,11,KEMAMAN,TERENGGANU,24200,PEKAN KEMASIK
PEKAN KIJAL,11,KEMAMAN,TERENGGANU,24100,PEKAN KIJAL
ATAS TOL,11,KUALA TERENGGANU,TERENGGANU,21070,ATAS TOL
BATU BURUK,11,KUALA TERENGGANU,TERENGGANU,20400,BATU BURUK
BATU RAKIT,11,KUALA TERENGGANU,TERENGGANU,21020,BATU RAKIT
BELARA,11,KUALA TERENGGANU,TERENGGANU,21200,BELARA
BUKIT BESAR,11,KUALA TERENGGANU,TERENGGANU,21100,BUKIT BESAR
CABANG TIGA,11,KUALA TERENGGANU,TERENGGANU,21000,CABANG TIGA
CENERIANG,11,KUALA TERENGGANU,TERENGGANU,21080,CENERIANG
GELUGUR KEDAI,11,KUALA TERENGGANU,TERENGGANU,20050,GELUGUR KEDAI
GELUGUR RAJA,11,KUALA TERENGGANU,TERENGGANU,20050,GELUGUR RAJA
KEPUNG,11,KUALA TERENGGANU,TERENGGANU,20050,KEPUNG
KUALA IBAI,11,KUALA TERENGGANU,TERENGGANU,20400,KUALA IBAI
KUALA NERUS,11,KUALA TERENGGANU,TERENGGANU,21300,KUALA NERUS
KUBANG PARIT,11,KUALA TERENGGANU,TERENGGANU,20050,KUBANG PARIT
LOSONG,11,KUALA TERENGGANU,TERENGGANU,21000,LOSONG
MANIR,11,KUALA TERENGGANU,TERENGGANU,21200,MANIR
PALUH,11,KUALA TERENGGANU,TERENGGANU,20050,PALUH
PENGADANG BULUH,11,KUALA TERENGGANU,TERENGGANU,21070,PENGADANG BULUH
PULAU-PULAU,11,KUALA TERENGGANU,TERENGGANU,20100,PULAU-PULAU
PULAU REDANG,11,KUALA TERENGGANU,TERENGGANU,21090,PULAU REDANG
RENGAS,11,KUALA TERENGGANU,TERENGGANU,20050,RENGAS
SERADA,11,KUALA TERENGGANU,TERENGGANU,20050,SERADA
TOK JAMAL,11,KUALA TERENGGANU,TERENGGANU,20050,TOK JAMAL
BANDAR KUALA TERENGGANU,11,KUALA TERENGGANU,TERENGGANU,20000,BANDAR KUALA TERENGGANU
PEKAN CABANG TIGA,11,KUALA TERENGGANU,TERENGGANU,21000,PEKAN CABANG TIGA
HULU BERANG,11,HULU TERENGGANU,TERENGGANU,21800,HULU BERANG
HULU TELEMUNG,11,HULU TERENGGANU,TERENGGANU,21700,HULU TELEMUNG
HULU TERENGGANU,11,HULU TERENGGANU,TERENGGANU,21700,HULU TERENGGANU
JENAGUR,11,HULU TERENGGANU,TERENGGANU,21700,JENAGUR
KUALA BERANG,11,HULU TERENGGANU,TERENGGANU,21700,KUALA BERANG
KUALA TELEMUNG,11,HULU TERENGGANU,TERENGGANU,21210,KUALA TELEMUNG
PENGHULU DIMAN,11,HULU TERENGGANU,TERENGGANU,21010,PENGHULU DIMAN
TANGGUL,11,HULU TERENGGANU,TERENGGANU,21040,TANGGUL
TERSAT,11,HULU TERENGGANU,TERENGGANU,21800,TERSAT
PEKAN KUALA BERANG,11,HULU TERENGGANU,TERENGGANU,21700,PEKAN KUALA BERANG
JERUNG,11,MARANG,TERENGGANU,21600,JERUNG
MERCANG,11,MARANG,TERENGGANU,21610,MERCANG
PULAU KERENGGA,11,MARANG,TERENGGANU,21600,PULAU KERENGGA
RUSILA,11,MARANG,TERENGGANU,21080,RUSILA
ALUR LIMBAT,11,MARANG,TERENGGANU,21400,ALUR LIMBAT
BUKIT PAYUNG,11,MARANG,TERENGGANU,21400,BUKIT PAYUNG
PEKAN MARANG,11,MARANG,TERENGGANU,21600,PEKAN MARANG
PEKAN BUKIT PAYUNG,11,MARANG,TERENGGANU,21400,PEKAN BUKIT PAYUNG
CALUK,11,SETIU,TERENGGANU,21450,CALUK
GUNTUNG,11,SETIU,TERENGGANU,22100,GUNTUNG
HULU NERUS,11,SETIU,TERENGGANU,22100,HULU NERUS
MERANG,11,SETIU,TERENGGANU,21010,MERANG
TASIK,11,SETIU,TERENGGANU,22120,TASIK
MUKIM 1,7,SEBERANG PERAI TENGAH,PULAU PINANG,13700,MUKIM 1
MUKIM 2,7,SEBERANG PERAI TENGAH,PULAU PINANG,13500,MUKIM 2
MUKIM 3,7,SEBERANG PERAI TENGAH,PULAU PINANG,13500,MUKIM 3
MUKIM 4,7,SEBERANG PERAI TENGAH,PULAU PINANG,13500,MUKIM 4
MUKIM 5,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 5
MUKIM 6,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 6
MUKIM 7,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 7
MUKIM 8,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 8
MUKIM 9,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 9
MUKIM 10,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 10
MUKIM 11,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 11
MUKIM 12,7,SEBERANG PERAI TENGAH,PULAU PINANG,14100,MUKIM 12
MUKIM 13,7,SEBERANG PERAI TENGAH,PULAU PINANG,14100,MUKIM 13
MUKIM 14,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 14
MUKIM 15,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 15
MUKIM 16,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 16
MUKIM 17,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 17
MUKIM 18,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 18
MUKIM 19,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,MUKIM 19
MUKIM 20,7,SEBERANG PERAI TENGAH,PULAU PINANG,14400,MUKIM 20
MUKIM 21,7,SEBERANG PERAI TENGAH,PULAU PINANG,14100,MUKIM 21
BANDAR BUKIT MERTAJAM,7,SEBERANG PERAI TENGAH,PULAU PINANG,14000,BANDAR BUKIT MERTAJAM
BANDAR PRAI,7,SEBERANG PERAI TENGAH,PULAU PINANG,13600,BANDAR PRAI
MUKIM 1,7,SEBERANG PERAI UTARA,PULAU PINANG,13110,MUKIM 1
MUKIM 2,7,SEBERANG PERAI UTARA,PULAU PINANG,13200,MUKIM 2
MUKIM 3,7,SEBERANG PERAI UTARA,PULAU PINANG,13200,MUKIM 3
MUKIM 4,7,SEBERANG PERAI UTARA,PULAU PINANG,13100,MUKIM 4
MUKIM 5,7,SEBERANG PERAI UTARA,PULAU PINANG,13200,MUKIM 5
MUKIM 6,7,SEBERANG PERAI UTARA,PULAU PINANG,13200,MUKIM 6
MUKIM 7,7,SEBERANG PERAI UTARA,PULAU PINANG,13050,MUKIM 7
MUKIM 8,7,SEBERANG PERAI UTARA,PULAU PINANG,13200,MUKIM 8
MUKIM 9,7,SEBERANG PERAI UTARA,PULAU PINANG,13000,MUKIM 9
MUKIM 10,7,SEBERANG PERAI UTARA,PULAU PINANG,13800,MUKIM 10
MUKIM 11,7,SEBERANG PERAI UTARA,PULAU PINANG,13800,MUKIM 11
MUKIM 12,7,SEBERANG PERAI UTARA,PULAU PINANG,13300,MUKIM 12
MUKIM 13,7,SEBERANG PERAI UTARA,PULAU PINANG,14000,MUKIM 13
MUKIM 14,7,SEBERANG PERAI UTARA,PULAU PINANG,12300,MUKIM 14
MUKIM 15,7,SEBERANG PERAI UTARA,PULAU PINANG,12100,MUKIM 15
MUKIM 16,7,SEBERANG PERAI UTARA,PULAU PINANG,13800,MUKIM 16
BANDAR BUTTERWORTH,7,SEBERANG PERAI UTARA,PULAU PINANG,12000,BANDAR BUTTERWORTH
BANDAR KEPALA BATAS,7,SEBERANG PERAI UTARA,PULAU PINANG,13200,BANDAR KEPALA BATAS
MUKIM 1,7,SEBERANG PERAI SELATAN,PULAU PINANG,14120,MUKIM 1
MUKIM 2,7,SEBERANG PERAI SELATAN,PULAU PINANG,14000,MUKIM 2
MUKIM 3,7,SEBERANG PERAI SELATAN,PULAU PINANG,14200,MUKIM 3
